mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
18446744073709551267,18446744073709551466,18446744073709551551,0,0,0,0,0
438324,124903,117100,0,20677,983,0,0
438324,124903,117100,0,20677,983,0,0
1298903,306863,268790,0,47955,1364,0,0
1298903,306863,268790,0,47955,1364,0,0
1993471,578441,415526,0,79017,14016,0,0
1993471,578441,415526,0,79017,14016,0,0
2508173,766828,536339,0,110093,14622,0,0
2508173,766828,536339,0,110093,14622,0,0
3049814,963307,620614,0,141038,17563,0,0
3049814,963307,620614,0,141038,17563,0,0
3578537,1183995,744519,0,174478,19097,0,0
3578537,1183995,744519,0,174478,19097,0,0
3976881,1291618,824310,0,186878,19339,0,0
3976881,1291618,824310,0,186878,19339,0,0
4455781,1477191,917572,0,216086,19484,0,0
4455781,1477191,917572,0,216086,19484,0,0
4813701,1619795,983361,0,235949,20194,0,0
4813701,1619795,983361,0,235949,20194,0,0
5164846,1715960,1029389,0,249673,20235,0,0
5164846,1715960,1029389,0,249673,20235,0,0
5612679,1846021,1102681,0,269779,20356,0,0
5612679,1846021,1102681,0,269779,20356,0,0
6108019,1959254,1188130,0,285445,25289,0,0
6108019,1959254,1188130,0,285445,25289,0,0
6764082,2076642,1266422,0,305252,25351,0,0
6764082,2076642,1266422,0,305252,25351,0,0
7195968,2169144,1322990,0,321862,25745,0,0
7195968,2169144,1322990,0,321862,25745,0,0
7664666,2295562,1396369,0,343074,25818,0,0
7664666,2295562,1396369,0,343074,25818,0,0
8120643,2458729,1538840,0,366516,30504,0,0
8120643,2458729,1538840,0,366516,30504,0,0
8588611,2598945,1682259,0,388790,30561,0,0
8588611,2598945,1682259,0,388790,30561,0,0
9183056,2805077,1808972,0,420878,30630,0,0
9183056,2805077,1808972,0,420878,30630,0,0
9621185,2962393,1907273,0,445613,30698,0,0
9621185,2962393,1907273,0,445613,30698,0,0
10132583,3129813,2014374,0,474593,30707,0,0
10132583,3129813,2014374,0,474593,30707,0,0
10605820,3305625,2120823,0,503639,30784,0,0
10605820,3305625,2120823,0,503639,30784,0,0
11088923,3469651,2228535,0,531051,31136,0,0
11088923,3469651,2228535,0,531051,31136,0,0
11771255,3694919,2380189,0,565793,31612,0,0
11771255,3694919,2380189,0,565793,31612,0,0
12300016,3943050,2516454,0,602576,32255,0,0
12300016,3943050,2516454,0,602576,32255,0,0
12945641,4191358,2680372,0,645376,32469,0,0
12945641,4191358,2680372,0,645376,32469,0,0
13509911,4430585,2884227,0,680757,33164,0,0
13509911,4430585,2884227,0,680757,33164,0,0
14127226,4710527,3077181,0,724567,34112,0,0
14127226,4710527,3077181,0,724567,34112,0,0
14692698,4934073,3194786,0,756758,34640,0,0
14692698,4934073,3194786,0,756758,34640,0,0
15260884,5175862,3329290,0,795762,34709,0,0
15260884,5175862,3329290,0,795762,34709,0,0
15806492,5407574,3458594,0,834803,34802,0,0
15806492,5407574,3458594,0,834803,34802,0,0
16354155,5644546,3610696,0,869142,34919,0,0
16354155,5644546,3610696,0,869142,34919,0,0
16912297,5839983,3723466,0,900474,34975,0,0
16912297,5839983,3723466,0,900474,34975,0,0
17478255,6019445,3839399,0,928572,35304,0,0
17478255,6019445,3839399,0,928572,35304,0,0
17926324,6179176,3944879,0,954253,35415,0,0
17926324,6179176,3944879,0,954253,35415,0,0
18421616,6371706,4058000,0,988533,35853,0,0
18421616,6371706,4058000,0,988533,35853,0,0
18999839,6606906,4245680,0,1025150,36585,0,0
18999839,6606906,4245680,0,1025150,36585,0,0
19537171,6800759,4404457,0,1057035,36751,0,0
19537171,6800759,4404457,0,1057035,36751,0,0
20288250,7043862,4598400,0,1096272,37446,0,0
20288250,7043862,4598400,0,1096272,37446,0,0
20982084,7259952,4775359,0,1130717,37732,0,0
20982084,7259952,4775359,0,1130717,37732,0,0
21261740,7355561,4835999,0,1145968,37904,0,0
21261740,7355561,4835999,0,1145968,37904,0,0
22099773,7637270,4985798,0,1180719,48791,0,0
22099773,7637270,4985798,0,1180719,48791,0,0
22710970,7830096,5103468,0,1209420,49226,0,0
22710970,7830096,5103468,0,1209420,49226,0,0
23447454,8050257,5259137,0,1244243,49571,0,0
23447454,8050257,5259137,0,1244243,49571,0,0
24082806,8236015,5373141,0,1271976,49900,0,0
24082806,8236015,5373141,0,1271976,49900,0,0
24735703,8423009,5603724,0,1305149,50145,0,0
24735703,8423009,5603724,0,1305149,50145,0,0
25546908,8631100,5998650,0,1339737,50821,0,0
25546908,8631100,5998650,0,1339737,50821,0,0
26244308,8795789,6186473,0,1364562,51061,0,0
26244308,8795789,6186473,0,1364562,51061,0,0
26797549,8953216,6298966,0,1385707,51197,0,0
26797549,8953216,6298966,0,1385707,51197,0,0
27303106,9073962,6382571,0,1402459,51656,0,0
27303106,9073962,6382571,0,1402459,51656,0,0
27509907,9112984,6438287,0,1407042,51678,0,0
27509907,9112984,6438287,0,1407042,51678,0,0
28156498,9428633,6561744,0,1445016,58898,0,0
