mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
18446744073709551459,18446744073709551570,18446744073709551538,0,0,0,0,0
86642,21047,36881,0,6123,172,0,0
86642,21047,36881,0,6123,172,0,0
246759,48185,84092,0,21009,357,0,0
246759,48185,84092,0,21009,357,0,0
404686,88772,137528,0,36870,1989,0,0
404686,88772,137528,0,36870,1989,0,0
885129,243661,238420,0,65587,3023,0,0
885129,243661,238420,0,65587,3023,0,0
1300009,401333,366861,0,95969,3287,0,0
1300009,401333,366861,0,95969,3287,0,0
1824921,606423,503454,0,133144,4212,0,0
1824921,606423,503454,0,133144,4212,0,0
2307153,722822,621099,0,153983,4370,0,0
2307153,722822,621099,0,153983,4370,0,0
2838743,851939,747458,0,177973,5889,0,0
2838743,851939,747458,0,177973,5889,0,0
3403697,966463,865141,0,198396,6468,0,0
3403697,966463,865141,0,198396,6468,0,0
3859185,1100232,1008190,0,224054,6781,0,0
3859185,1100232,1008190,0,224054,6781,0,0
4325391,1250274,1121076,0,256491,6837,0,0
4325391,1250274,1121076,0,256491,6837,0,0
4498400,1273212,1172088,0,269448,6931,0,0
4498400,1273212,1172088,0,269448,6931,0,0
4639602,1298385,1223127,0,284453,8449,0,0
4639602,1298385,1223127,0,284453,8449,0,0
4794850,1316014,1289187,0,294083,8879,0,0
4794850,1316014,1289187,0,294083,8879,0,0
4923036,1327995,1348667,0,301908,8915,0,0
4923036,1327995,1348667,0,301908,8915,0,0
5078295,1342943,1411827,0,313234,9027,0,0
5078295,1342943,1411827,0,313234,9027,0,0
5433567,1418040,1658276,0,325586,11206,0,0
5433567,1418040,1658276,0,325586,11206,0,0
5578274,1441128,1713710,0,334919,12587,0,0
5578274,1441128,1713710,0,334919,12587,0,0
5769462,1462448,1772473,0,345468,13365,0,0
5769462,1462448,1772473,0,345468,13365,0,0
5929668,1475888,1830739,0,354705,13517,0,0
5929668,1475888,1830739,0,354705,13517,0,0
6096346,1488909,1880373,0,363881,13532,0,0
6096346,1488909,1880373,0,363881,13532,0,0
6264185,1500071,1933920,0,369980,13548,0,0
6264185,1500071,1933920,0,369980,13548,0,0
6422184,1547815,2016057,0,380856,14329,0,0
6422184,1547815,2016057,0,380856,14329,0,0
6584653,1595809,2074971,0,397036,14548,0,0
6584653,1595809,2074971,0,397036,14548,0,0
6711450,1612434,2141678,0,406503,14598,0,0
6711450,1612434,2141678,0,406503,14598,0,0
6827846,1637577,2208033,0,411988,14752,0,0
6827846,1637577,2208033,0,411988,14752,0,0
6932760,1646043,2279387,0,417880,14791,0,0
6932760,1646043,2279387,0,417880,14791,0,0
7049530,1653871,2328139,0,423445,15329,0,0
7049530,1653871,2328139,0,423445,15329,0,0
7197714,1681335,2391795,0,435029,17296,0,0
7197714,1681335,2391795,0,435029,17296,0,0
7300935,1692047,2453324,0,441282,17461,0,0
7300935,1692047,2453324,0,441282,17461,0,0
7471921,1735737,2537996,0,459173,17532,0,0
7471921,1735737,2537996,0,459173,17532,0,0
7611252,1774298,2606640,0,472162,17615,0,0
7611252,1774298,2606640,0,472162,17615,0,0
7719145,1811001,2664498,0,484480,18838,0,0
7719145,1811001,2664498,0,484480,18838,0,0
8036606,1954250,2787857,0,513797,19364,0,0
8036606,1954250,2787857,0,513797,19364,0,0
8679283,2088964,2922790,0,544731,19585,0,0
8679283,2088964,2922790,0,544731,19585,0,0
9121169,2269001,3073410,0,576561,21027,0,0
9121169,2269001,3073410,0,576561,21027,0,0
9683810,2395864,3172544,0,602864,21096,0,0
9683810,2395864,3172544,0,602864,21096,0,0
9862757,2439889,3210324,0,609906,22421,0,0
9862757,2439889,3210324,0,609906,22421,0,0
10030063,2493879,3269633,0,629920,22583,0,0
10030063,2493879,3269633,0,629920,22583,0,0
10163271,2525819,3316037,0,641884,23187,0,0
10163271,2525819,3316037,0,641884,23187,0,0
10289190,2537751,3357787,0,650695,23261,0,0
10289190,2537751,3357787,0,650695,23261,0,0
10405763,2553463,3408027,0,660982,23292,0,0
10405763,2553463,3408027,0,660982,23292,0,0
10536406,2570365,3451283,0,671799,24450,0,0
10536406,2570365,3451283,0,671799,24450,0,0
10680976,2589334,3503260,0,682038,24693,0,0
10680976,2589334,3503260,0,682038,24693,0,0
10854345,2607775,3548389,0,693999,24794,0,0
10854345,2607775,3548389,0,693999,24794,0,0
11024834,2625778,3601929,0,706745,24946,0,0
11024834,2625778,3601929,0,706745,24946,0,0
11190243,2640826,3650638,0,716697,24995,0,0
11190243,2640826,3650638,0,716697,24995,0,0
11356432,2653436,3704748,0,725905,25074,0,0
11356432,2653436,3704748,0,725905,25074,0,0
11746692,2710290,3993850,0,737099,27037,0,0
11746692,2710290,3993850,0,737099,27037,0,0
11924713,2747224,4030381,0,746901,27436,0,0
11924713,2747224,4030381,0,746901,27436,0,0
12134156,2762689,4093562,0,756609,27491,0,0
12134156,2762689,4093562,0,756609,27491,0,0
12292159,2788605,4136819,0,771832,27550,0,0
12292159,2788605,4136819,0,771832,27550,0,0
12477370,2800838,4177166,0,779697,28440,0,0
12477370,2800838,4177166,0,779697,28440,0,0
12648904,2812847,4211032,0,788492,28459,0,0
12648904,2812847,4211032,0,788492,28459,0,0
12850999,2836553,4248181,0,803595,28625,0,0
12850999,2836553,4248181,0,803595,28625,0,0
13010348,2850539,4271186,0,813619,28741,0,0
13010348,2850539,4271186,0,813619,28741,0,0
13139852,2868554,4295034,0,827181,28792,0,0
13139852,2868554,4295034,0,827181,28792,0,0
13290899,2883089,4320410,0,838951,28852,0,0
13290899,2883089,4320410,0,838951,28852,0,0
13424568,2911627,4347675,0,851724,28950,0,0
13424568,2911627,4347675,0,851724,28950,0,0
