mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
18446744073709549433,18446744073709549662,18446744073709551011,0,18446744073709551555,0,0,0
222798,54168,83792,0,5498,67,0,0
222798,54168,83792,0,5498,67,0,0
475193,140468,151551,0,19680,186,0,0
475193,140468,151551,0,19680,186,0,0
694408,220924,244075,0,32241,670,0,0
694408,220924,244075,0,32241,670,0,0
1058118,407947,326339,0,62534,761,0,0
1058118,407947,326339,0,62534,761,0,0
1379943,639903,437272,0,89460,3628,0,0
1379943,639903,437272,0,89460,3628,0,0
1674641,822141,555354,0,119116,3701,0,0
1674641,822141,555354,0,119116,3701,0,0
1887407,913060,648577,0,132967,4007,0,0
1887407,913060,648577,0,132967,4007,0,0
2065939,1020830,758706,0,147098,4528,0,0
2065939,1020830,758706,0,147098,4528,0,0
2302275,1137417,844121,0,163431,4570,0,0
2302275,1137417,844121,0,163431,4570,0,0
2911427,1368597,1208692,0,192434,8896,0,0
2911427,1368597,1208692,0,192434,8896,0,0
3361314,1551271,1385260,0,215158,9277,0,0
3361314,1551271,1385260,0,215158,9277,0,0
3704916,1763902,1566130,0,241124,11561,0,0
3704916,1763902,1566130,0,241124,11561,0,0
4231733,2024017,1813788,0,271621,12649,0,0
4231733,2024017,1813788,0,271621,12649,0,0
4672023,2222800,2016844,0,296069,14632,0,0
4672023,2222800,2016844,0,296069,14632,0,0
5136775,2445958,2196847,0,321334,15941,0,0
5136775,2445958,2196847,0,321334,15941,0,0
5570862,2615712,2357970,0,347406,15966,0,0
5570862,2615712,2357970,0,347406,15966,0,0
6002437,2808682,2505823,0,372219,16376,0,0
6002437,2808682,2505823,0,372219,16376,0,0
6612142,3154753,2705876,0,411805,18062,0,0
6612142,3154753,2705876,0,411805,18062,0,0
6944907,3290339,2836859,0,434771,18083,0,0
6944907,3290339,2836859,0,434771,18083,0,0
7267939,3462019,2974548,0,459372,18205,0,0
7267939,3462019,2974548,0,459372,18205,0,0
7872929,3759948,3155595,0,495095,18336,0,0
7872929,3759948,3155595,0,495095,18336,0,0
8325051,3994060,3306141,0,519320,20114,0,0
8325051,3994060,3306141,0,519320,20114,0,0
8605023,4141881,3424388,0,530757,21063,0,0
8605023,4141881,3424388,0,530757,21063,0,0
9461894,4494645,3708062,0,572122,29045,0,0
9461894,4494645,3708062,0,572122,29045,0,0
9823095,4612220,3799380,0,595442,30736,0,0
9823095,4612220,3799380,0,595442,30736,0,0
10307166,4791757,4006317,0,619003,41040,0,0
10307166,4791757,4006317,0,619003,41040,0,0
10661894,4891770,4141411,0,633273,41337,0,0
10661894,4891770,4141411,0,633273,41337,0,0
10952664,4962219,4258999,0,640696,41986,0,0
10952664,4962219,4258999,0,640696,41986,0,0
11377819,5064961,4482043,0,656097,42432,0,0
11377819,5064961,4482043,0,656097,42432,0,0
11875924,5200632,4608902,0,681603,42666,0,0
11875924,5200632,4608902,0,681603,42666,0,0
12198807,5283450,4731853,0,695627,42812,0,0
12198807,5283450,4731853,0,695627,42812,0,0
12483949,5368283,4904014,0,704986,43128,0,0
12483949,5368283,4904014,0,704986,43128,0,0
13166645,5447268,5262344,0,718799,43246,0,0
13166645,5447268,5262344,0,718799,43246,0,0
13757876,5593364,5650491,0,742190,43796,0,0
13757876,5593364,5650491,0,742190,43796,0,0
14304537,5791886,6064414,0,757389,65131,0,0
14304537,5791886,6064414,0,757389,65131,0,0
14911350,6271775,6476849,0,791086,147320,0,0
14911350,6271775,6476849,0,791086,147320,0,0
15349772,6350116,6741467,0,810982,147432,0,0
15349772,6350116,6741467,0,810982,147432,0,0
15985564,6456633,7105809,0,829289,147913,0,0
15985564,6456633,7105809,0,829289,147913,0,0
16218340,6529346,7243191,0,839452,148378,0,0
16218340,6529346,7243191,0,839452,148378,0,0
16488946,6599995,7473960,0,853600,148383,0,0
16488946,6599995,7473960,0,853600,148383,0,0
17203679,6846556,7968625,0,882942,149625,0,0
17203679,6846556,7968625,0,882942,149625,0,0
17558190,6984578,8208967,0,897853,149805,0,0
17558190,6984578,8208967,0,897853,149805,0,0
18748077,7250469,8590427,0,941029,151666,0,0
18748077,7250469,8590427,0,941029,151666,0,0
19334227,7541503,8828913,0,983174,153615,0,0
19334227,7541503,8828913,0,983174,153615,0,0
19664145,7689195,8985256,0,1008065,153789,0,0
19664145,7689195,8985256,0,1008065,153789,0,0
19834870,7756120,9075989,0,1017353,153891,0,0
19834870,7756120,9075989,0,1017353,153891,0,0
20391908,8062381,9319932,0,1055549,155460,0,0
20391908,8062381,9319932,0,1055549,155460,0,0
20838121,8259356,9552014,0,1082864,156036,0,0
20838121,8259356,9552014,0,1082864,156036,0,0
21389919,8485398,9748120,0,1107773,156653,0,0
21389919,8485398,9748120,0,1107773,156653,0,0
21900284,8768952,10044789,0,1145337,164419,0,0
21900284,8768952,10044789,0,1145337,164419,0,0
22548513,9004152,10524656,0,1183549,164713,0,0
22548513,9004152,10524656,0,1183549,164713,0,0
23041317,9246589,10852134,0,1212357,165570,0,0
23041317,9246589,10852134,0,1212357,165570,0,0
23430790,9433212,11038526,0,1237402,165984,0,0
23430790,9433212,11038526,0,1237402,165984,0,0
23855717,9672303,11311279,0,1265646,166624,0,0
23855717,9672303,11311279,0,1265646,166624,0,0
24266812,9889663,11522638,0,1294594,166743,0,0
24266812,9889663,11522638,0,1294594,166743,0,0
24535106,9993574,11728909,0,1310939,166805,0,0
24535106,9993574,11728909,0,1310939,166805,0,0
24774800,10106343,11934407,0,1332520,166815,0,0
24774800,10106343,11934407,0,1332520,166815,0,0
25068921,10251786,12089566,0,1353836,167241,0,0
25068921,10251786,12089566,0,1353836,167241,0,0
25361178,10420610,12231375,0,1384046,167300,0,0
25361178,10420610,12231375,0,1384046,167300,0,0
25675026,10565125,12424949,0,1408980,167300,0,0
25675026,10565125,12424949,0,1408980,167300,0,0
26478884,10793818,12716928,0,1453532,167612,0,0
26478884,10793818,12716928,0,1453532,167612,0,0
26864335,10960044,12864517,0,1482832,167666,0,0
26864335,10960044,12864517,0,1482832,167666,0,0
