mon0_tatal_stall_0_0,mon0_all_dram_rds_0_0,mon0_l2stall_0_0,mon0_snoop_fw_wb_0_0,mon0_llcl_hits_0_0,mon0_llcl_miss_0_0,mon0_null_0_0,mon0_null_0_0
18446744073709550799,18446744073709551318,18446744073709551506,0,18446744073709551465,0,0,0
629810,105923,106977,0,20335,302,0,0
629810,105923,106977,0,20335,302,0,0
923324,231836,206902,0,40783,380,0,0
923324,231836,206902,0,40783,380,0,0
1211350,359684,294729,0,61676,2047,0,0
1211350,359684,294729,0,61676,2047,0,0
1480286,470121,397039,0,73767,2934,0,0
1480286,470121,397039,0,73767,2934,0,0
1808111,583501,534069,0,94125,3480,0,0
1808111,583501,534069,0,94125,3480,0,0
2299487,664825,623770,0,110247,3513,0,0
2299487,664825,623770,0,110247,3513,0,0
2683441,743081,739187,0,122674,3663,0,0
2683441,743081,739187,0,122674,3663,0,0
2921396,831994,805025,0,133110,5145,0,0
2921396,831994,805025,0,133110,5145,0,0
3266819,991312,902143,0,156063,6470,0,0
3266819,991312,902143,0,156063,6470,0,0
3488740,1090606,997888,0,173293,6935,0,0
3488740,1090606,997888,0,173293,6935,0,0
3722397,1213605,1092687,0,198708,7646,0,0
3722397,1213605,1092687,0,198708,7646,0,0
5035817,2157188,1862542,0,693615,68801,0,0
5035817,2157188,1862542,0,693615,68801,0,0
5528936,2302795,2228163,0,718304,71839,0,0
5528936,2302795,2228163,0,718304,71839,0,0
6200902,2482691,2466787,0,742507,73922,0,0
6200902,2482691,2466787,0,742507,73922,0,0
7278528,2793140,2866625,0,783357,95078,0,0
7278528,2793140,2866625,0,783357,95078,0,0
7954237,2995944,3020064,0,810163,95314,0,0
7954237,2995944,3020064,0,810163,95314,0,0
8453302,3151038,3127491,0,826995,96086,0,0
8453302,3151038,3127491,0,826995,96086,0,0
9124993,3339526,3214745,0,854514,97979,0,0
9124993,3339526,3214745,0,854514,97979,0,0
9892577,3568333,3312447,0,891360,99287,0,0
9892577,3568333,3312447,0,891360,99287,0,0
10913443,3850747,3429033,0,933418,100844,0,0
10913443,3850747,3429033,0,933418,100844,0,0
11746931,4117142,3585420,0,971498,101912,0,0
11746931,4117142,3585420,0,971498,101912,0,0
12070653,4285266,3743481,0,992293,102020,0,0
12070653,4285266,3743481,0,992293,102020,0,0
12446471,4492055,3927093,0,1021004,104039,0,0
12446471,4492055,3927093,0,1021004,104039,0,0
13748440,4759274,4713202,0,1058831,104794,0,0
13748440,4759274,4713202,0,1058831,104794,0,0
14371705,4955070,4971461,0,1083305,106106,0,0
14371705,4955070,4971461,0,1083305,106106,0,0
14816915,5180063,5127238,0,1111495,106668,0,0
14816915,5180063,5127238,0,1111495,106668,0,0
15303867,5393967,5240682,0,1139655,107656,0,0
15303867,5393967,5240682,0,1139655,107656,0,0
15755197,5565004,5320204,0,1160904,109198,0,0
15755197,5565004,5320204,0,1160904,109198,0,0
16287783,5764978,5431976,0,1188757,109778,0,0
16287783,5764978,5431976,0,1188757,109778,0,0
16966926,5986671,5680626,0,1222582,110639,0,0
16966926,5986671,5680626,0,1222582,110639,0,0
17504692,6210907,5829011,0,1252812,111278,0,0
17504692,6210907,5829011,0,1252812,111278,0,0
18060990,6444256,5963247,0,1280203,112384,0,0
18060990,6444256,5963247,0,1280203,112384,0,0
18592310,6663074,6087574,0,1310678,113780,0,0
18592310,6663074,6087574,0,1310678,113780,0,0
19169203,6859133,6209192,0,1339768,114212,0,0
19169203,6859133,6209192,0,1339768,114212,0,0
19686554,7076088,6339471,0,1377670,114290,0,0
19686554,7076088,6339471,0,1377670,114290,0,0
20310669,7288378,6462276,0,1403882,115023,0,0
20310669,7288378,6462276,0,1403882,115023,0,0
20701039,7428611,6543096,0,1421921,115189,0,0
20701039,7428611,6543096,0,1421921,115189,0,0
20980572,7570584,6619448,0,1441586,115636,0,0
20980572,7570584,6619448,0,1441586,115636,0,0
21391856,7736643,6744017,0,1468165,115773,0,0
21391856,7736643,6744017,0,1468165,115773,0,0
21658679,7859472,6885142,0,1482869,115782,0,0
21658679,7859472,6885142,0,1482869,115782,0,0
22014313,7992829,7089981,0,1501059,115934,0,0
22014313,7992829,7089981,0,1501059,115934,0,0
22374677,8139590,7209418,0,1528163,116014,0,0
22374677,8139590,7209418,0,1528163,116014,0,0
22674587,8273219,7313785,0,1544226,116454,0,0
22674587,8273219,7313785,0,1544226,116454,0,0
23241828,8457809,7557832,0,1566806,117059,0,0
23241828,8457809,7557832,0,1566806,117059,0,0
23724899,8636481,7729142,0,1588168,117143,0,0
23724899,8636481,7729142,0,1588168,117143,0,0
24076532,8783225,7925879,0,1606442,117276,0,0
24076532,8783225,7925879,0,1606442,117276,0,0
24197663,8833329,7973648,0,1612008,117322,0,0
24197663,8833329,7973648,0,1612008,117322,0,0
24533927,8983780,8108178,0,1634121,118101,0,0
24533927,8983780,8108178,0,1634121,118101,0,0
24943090,9113395,8304918,0,1650381,118567,0,0
24943090,9113395,8304918,0,1650381,118567,0,0
25303725,9259475,8487164,0,1667809,118887,0,0
25303725,9259475,8487164,0,1667809,118887,0,0
25798075,9415562,8645667,0,1688646,119060,0,0
25798075,9415562,8645667,0,1688646,119060,0,0
26406907,9579656,8873226,0,1708998,119167,0,0
26406907,9579656,8873226,0,1708998,119167,0,0
26904848,9765591,9050223,0,1738023,119776,0,0
26904848,9765591,9050223,0,1738023,119776,0,0
27338619,9951535,9232563,0,1763799,119862,0,0
27338619,9951535,9232563,0,1763799,119862,0,0
27804019,10148427,9442253,0,1786079,120060,0,0
27804019,10148427,9442253,0,1786079,120060,0,0
28254996,10269548,9663426,0,1799364,120134,0,0
28254996,10269548,9663426,0,1799364,120134,0,0
28818169,10453625,9791011,0,1825399,120293,0,0
28818169,10453625,9791011,0,1825399,120293,0,0
29270148,10637387,9959203,0,1849719,121370,0,0
29270148,10637387,9959203,0,1849719,121370,0,0
29664859,10764021,10099889,0,1865349,121434,0,0
29664859,10764021,10099889,0,1865349,121434,0,0
30211593,10921356,10284262,0,1887389,121796,0,0
30211593,10921356,10284262,0,1887389,121796,0,0
30685385,11073211,10454920,0,1912470,121910,0,0
30685385,11073211,10454920,0,1912470,121910,0,0
31159192,11229505,10679282,0,1934865,124812,0,0
31159192,11229505,10679282,0,1934865,124812,0,0
31548219,11349978,10819793,0,1951249,125213,0,0
31548219,11349978,10819793,0,1951249,125213,0,0
32006563,11463025,10977618,0,1963143,125259,0,0
32006563,11463025,10977618,0,1963143,125259,0,0
32582296,11621344,11172603,0,1983159,125349,0,0
32582296,11621344,11172603,0,1983159,125349,0,0
33083783,11775684,11355049,0,2003848,125354,0,0
33083783,11775684,11355049,0,2003848,125354,0,0
33617801,11937522,11533521,0,2026861,125410,0,0
33617801,11937522,11533521,0,2026861,125410,0,0
34185776,12118431,11692731,0,2050794,125502,0,0
34185776,12118431,11692731,0,2050794,125502,0,0
34729608,12221825,11856168,0,2063336,125508,0,0
34729608,12221825,11856168,0,2063336,125508,0,0
35019255,12287490,11971396,0,2069236,125781,0,0
35019255,12287490,11971396,0,2069236,125781,0,0
35586395,12446185,12152059,0,2087505,125912,0,0
35586395,12446185,12152059,0,2087505,125912,0,0
35925252,12563906,12269509,0,2105290,125916,0,0
35925252,12563906,12269509,0,2105290,125916,0,0
36208901,12648655,12344815,0,2114510,125919,0,0
36208901,12648655,12344815,0,2114510,125919,0,0
36772083,12770916,12432971,0,2136767,126514,0,0
36772083,12770916,12432971,0,2136767,126514,0,0
37182898,12892388,12546434,0,2151260,127087,0,0
37182898,12892388,12546434,0,2151260,127087,0,0
37929538,13028526,12995746,0,2172374,127290,0,0
37929538,13028526,12995746,0,2172374,127290,0,0
38692752,13238697,13268342,0,2207084,132119,0,0
38692752,13238697,13268342,0,2207084,132119,0,0
39247308,13382939,13418977,0,2225757,132765,0,0
39247308,13382939,13418977,0,2225757,132765,0,0
39700085,13533702,13571826,0,2243061,134305,0,0
39700085,13533702,13571826,0,2243061,134305,0,0
40155779,13714658,13730484,0,2274402,134758,0,0
40155779,13714658,13730484,0,2274402,134758,0,0
40888054,13901913,13974813,0,2304275,136663,0,0
40888054,13901913,13974813,0,2304275,136663,0,0
41448652,14047168,14174559,0,2323831,137719,0,0
41448652,14047168,14174559,0,2323831,137719,0,0
41880622,14180567,14335550,0,2345491,137750,0,0
41880622,14180567,14335550,0,2345491,137750,0,0
42277197,14338989,14493142,0,2362289,139780,0,0
42277197,14338989,14493142,0,2362289,139780,0,0
42585753,14401867,14618093,0,2371553,140203,0,0
42585753,14401867,14618093,0,2371553,140203,0,0
43197740,14524135,14839053,0,2391135,140245,0,0
43197740,14524135,14839053,0,2391135,140245,0,0
43555041,14629672,15010877,0,2406437,140340,0,0
43555041,14629672,15010877,0,2406437,140340,0,0
43897600,14718084,15171449,0,2421232,140722,0,0
43897600,14718084,15171449,0,2421232,140722,0,0
44243474,14845666,15323347,0,2436504,141544,0,0
44243474,14845666,15323347,0,2436504,141544,0,0
44587845,14927068,15481650,0,2447869,141702,0,0
44587845,14927068,15481650,0,2447869,141702,0,0
44991102,15005131,15669417,0,2459380,141843,0,0
44991102,15005131,15669417,0,2459380,141843,0,0
45091555,15029541,15740234,0,2462347,141855,0,0
45091555,15029541,15740234,0,2462347,141855,0,0
45502747,15167059,15920705,0,2482503,141989,0,0
45502747,15167059,15920705,0,2482503,141989,0,0
45922995,15320914,16074959,0,2504619,142781,0,0
45922995,15320914,16074959,0,2504619,142781,0,0
46360672,15468195,16218384,0,2524060,143357,0,0
46360672,15468195,16218384,0,2524060,143357,0,0
46917160,15643928,16438536,0,2546746,144039,0,0
46917160,15643928,16438536,0,2546746,144039,0,0
