backend,mode,placement,repetition,event,value,operations
dram,handoff,same-numa,3,benchmark.average_ns,318.419,2000000
dram,handoff,same-numa,3,benchmark.p50_ns,0.0,2000000
dram,handoff,same-numa,3,benchmark.p95_ns,0.0,2000000
dram,handoff,same-numa,3,benchmark.p99_ns,0.0,2000000
dram,handoff,same-numa,3,mem_load_l3_hit_retired.xsnp_fwd,3984272.0,2000000
dram,handoff,same-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,288.0,2000000
dram,handoff,cross-numa,3,benchmark.average_ns,573.305,2000000
dram,handoff,cross-numa,3,benchmark.p50_ns,0.0,2000000
dram,handoff,cross-numa,3,benchmark.p95_ns,0.0,2000000
dram,handoff,cross-numa,3,benchmark.p99_ns,0.0,2000000
dram,handoff,cross-numa,3,mem_load_l3_hit_retired.xsnp_fwd,1998000.0,2000000
dram,handoff,cross-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,198.0,2000000
dram,fetch-add,same-numa,3,benchmark.average_ns,25.424,2000000
dram,fetch-add,same-numa,3,benchmark.p50_ns,0.0,2000000
dram,fetch-add,same-numa,3,benchmark.p95_ns,0.0,2000000
dram,fetch-add,same-numa,3,benchmark.p99_ns,0.0,2000000
dram,fetch-add,same-numa,3,mem_load_l3_hit_retired.xsnp_fwd,247266.0,2000000
dram,fetch-add,same-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,30.0,2000000
dram,fetch-add,cross-numa,3,benchmark.average_ns,20.207,2000000
dram,fetch-add,cross-numa,3,benchmark.p50_ns,0.0,2000000
dram,fetch-add,cross-numa,3,benchmark.p95_ns,0.0,2000000
dram,fetch-add,cross-numa,3,benchmark.p99_ns,0.0,2000000
dram,fetch-add,cross-numa,3,mem_load_l3_hit_retired.xsnp_fwd,131034.0,2000000
dram,fetch-add,cross-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,63.0,2000000
dram,cas,same-numa,3,benchmark.average_ns,88.004,2000000
dram,cas,same-numa,3,benchmark.p50_ns,0.0,2000000
dram,cas,same-numa,3,benchmark.p95_ns,0.0,2000000
dram,cas,same-numa,3,benchmark.p99_ns,0.0,2000000
dram,cas,same-numa,3,mem_load_l3_hit_retired.xsnp_fwd,1065492.0,2000000
dram,cas,same-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,63.0,2000000
dram,cas,cross-numa,3,benchmark.average_ns,83.257,2000000
dram,cas,cross-numa,3,benchmark.p50_ns,0.0,2000000
dram,cas,cross-numa,3,benchmark.p95_ns,0.0,2000000
dram,cas,cross-numa,3,benchmark.p99_ns,0.0,2000000
dram,cas,cross-numa,3,mem_load_l3_hit_retired.xsnp_fwd,145617.0,2000000
dram,cas,cross-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,125.0,2000000
cxlmem,warm-load,same-numa,3,benchmark.average_ns,89.265,1000000
cxlmem,warm-load,same-numa,3,benchmark.p50_ns,82.006,1000000
cxlmem,warm-load,same-numa,3,benchmark.p95_ns,184.013,1000000
cxlmem,warm-load,same-numa,3,benchmark.p99_ns,394.027,1000000
cxlmem,warm-load,same-numa,3,mem_load_retired.local_cxl_mem,30463.0,1000000
cxlmem,warm-load,same-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,63276.0,1000000
cxlmem,cold-load,same-numa,3,benchmark.average_ns,348.332,1000000
cxlmem,cold-load,same-numa,3,benchmark.p50_ns,329.02,1000000
cxlmem,cold-load,same-numa,3,benchmark.p95_ns,462.028,1000000
cxlmem,cold-load,same-numa,3,benchmark.p99_ns,552.034,1000000
cxlmem,cold-load,same-numa,3,mem_load_retired.local_cxl_mem,999986.0,1000000
cxlmem,cold-load,same-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,1042890.0,1000000
cxlmem,message-passing,same-numa,3,benchmark.average_ns,587.851,1000000
cxlmem,message-passing,same-numa,3,benchmark.p50_ns,0.0,1000000
cxlmem,message-passing,same-numa,3,benchmark.p95_ns,0.0,1000000
cxlmem,message-passing,same-numa,3,benchmark.p99_ns,0.0,1000000
cxlmem,message-passing,same-numa,3,mem_load_l3_hit_retired.xsnp_fwd,3049239.0,1000000
cxlmem,message-passing,same-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,487.0,1000000
cxlmem,message-passing,cross-numa,3,benchmark.average_ns,484.233,1000000
cxlmem,message-passing,cross-numa,3,benchmark.p50_ns,0.0,1000000
cxlmem,message-passing,cross-numa,3,benchmark.p95_ns,0.0,1000000
cxlmem,message-passing,cross-numa,3,benchmark.p99_ns,0.0,1000000
cxlmem,message-passing,cross-numa,3,mem_load_l3_hit_retired.xsnp_fwd,1005080.0,1000000
cxlmem,message-passing,cross-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,400.0,1000000
cxlmem,handoff,same-numa,3,benchmark.average_ns,164.463,2000000
cxlmem,handoff,same-numa,3,benchmark.p50_ns,0.0,2000000
cxlmem,handoff,same-numa,3,benchmark.p95_ns,0.0,2000000
cxlmem,handoff,same-numa,3,benchmark.p99_ns,0.0,2000000
cxlmem,handoff,same-numa,3,mem_load_l3_hit_retired.xsnp_fwd,3996984.0,2000000
cxlmem,handoff,same-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,416.0,2000000
cxlmem,handoff,cross-numa,3,benchmark.average_ns,269.123,2000000
cxlmem,handoff,cross-numa,3,benchmark.p50_ns,0.0,2000000
cxlmem,handoff,cross-numa,3,benchmark.p95_ns,0.0,2000000
cxlmem,handoff,cross-numa,3,benchmark.p99_ns,0.0,2000000
cxlmem,handoff,cross-numa,3,mem_load_l3_hit_retired.xsnp_fwd,1997728.0,2000000
cxlmem,handoff,cross-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,295.0,2000000
cxlmem,fetch-add,same-numa,3,benchmark.average_ns,33.056,2000000
cxlmem,fetch-add,same-numa,3,benchmark.p50_ns,0.0,2000000
cxlmem,fetch-add,same-numa,3,benchmark.p95_ns,0.0,2000000
cxlmem,fetch-add,same-numa,3,benchmark.p99_ns,0.0,2000000
cxlmem,fetch-add,same-numa,3,mem_load_l3_hit_retired.xsnp_fwd,3938.0,2000000
cxlmem,fetch-add,same-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,76.0,2000000
cxlmem,fetch-add,cross-numa,3,benchmark.average_ns,26.524,2000000
cxlmem,fetch-add,cross-numa,3,benchmark.p50_ns,0.0,2000000
cxlmem,fetch-add,cross-numa,3,benchmark.p95_ns,0.0,2000000
cxlmem,fetch-add,cross-numa,3,benchmark.p99_ns,0.0,2000000
cxlmem,fetch-add,cross-numa,3,mem_load_l3_hit_retired.xsnp_fwd,137153.0,2000000
cxlmem,fetch-add,cross-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,90.0,2000000
cxlmem,cas,same-numa,3,benchmark.average_ns,138.369,2000000
cxlmem,cas,same-numa,3,benchmark.p50_ns,0.0,2000000
cxlmem,cas,same-numa,3,benchmark.p95_ns,0.0,2000000
cxlmem,cas,same-numa,3,benchmark.p99_ns,0.0,2000000
cxlmem,cas,same-numa,3,mem_load_l3_hit_retired.xsnp_fwd,182165.0,2000000
cxlmem,cas,same-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,177.0,2000000
cxlmem,cas,cross-numa,3,benchmark.average_ns,97.262,2000000
cxlmem,cas,cross-numa,3,benchmark.p50_ns,0.0,2000000
cxlmem,cas,cross-numa,3,benchmark.p95_ns,0.0,2000000
cxlmem,cas,cross-numa,3,benchmark.p99_ns,0.0,2000000
cxlmem,cas,cross-numa,3,mem_load_l3_hit_retired.xsnp_fwd,271766.0,2000000
cxlmem,cas,cross-numa,3,cxl_pmu_mem0.0/m2s_req_memrd/,129.0,2000000
dram,warm-load,same-numa,4,benchmark.average_ns,52.952,1000000
dram,warm-load,same-numa,4,benchmark.p50_ns,60.002,1000000
dram,warm-load,same-numa,4,benchmark.p95_ns,90.003,1000000
dram,warm-load,same-numa,4,benchmark.p99_ns,194.006,1000000
dram,warm-load,same-numa,4,mem_load_retired.local_cxl_mem,0.0,1000000
dram,warm-load,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,33.0,1000000
dram,cold-load,same-numa,4,benchmark.average_ns,207.492,1000000
dram,cold-load,same-numa,4,benchmark.p50_ns,182.004,1000000
dram,cold-load,same-numa,4,benchmark.p95_ns,330.007,1000000
dram,cold-load,same-numa,4,benchmark.p99_ns,428.008,1000000
dram,cold-load,same-numa,4,mem_load_retired.local_cxl_mem,0.0,1000000
dram,cold-load,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,125.0,1000000
dram,message-passing,same-numa,4,benchmark.average_ns,467.437,1000000
dram,message-passing,same-numa,4,benchmark.p50_ns,0.0,1000000
dram,message-passing,same-numa,4,benchmark.p95_ns,0.0,1000000
dram,message-passing,same-numa,4,benchmark.p99_ns,0.0,1000000
dram,message-passing,same-numa,4,mem_load_l3_hit_retired.xsnp_fwd,2969503.0,1000000
dram,message-passing,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,55.0,1000000
dram,message-passing,cross-numa,4,benchmark.average_ns,869.517,1000000
dram,message-passing,cross-numa,4,benchmark.p50_ns,0.0,1000000
dram,message-passing,cross-numa,4,benchmark.p95_ns,0.0,1000000
dram,message-passing,cross-numa,4,benchmark.p99_ns,0.0,1000000
dram,message-passing,cross-numa,4,mem_load_l3_hit_retired.xsnp_fwd,1008372.0,1000000
dram,message-passing,cross-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,116.0,1000000
dram,handoff,same-numa,4,benchmark.average_ns,263.619,2000000
dram,handoff,same-numa,4,benchmark.p50_ns,0.0,2000000
dram,handoff,same-numa,4,benchmark.p95_ns,0.0,2000000
dram,handoff,same-numa,4,benchmark.p99_ns,0.0,2000000
dram,handoff,same-numa,4,mem_load_l3_hit_retired.xsnp_fwd,4019825.0,2000000
dram,handoff,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,11.0,2000000
dram,handoff,cross-numa,4,benchmark.average_ns,239.649,2000000
dram,handoff,cross-numa,4,benchmark.p50_ns,0.0,2000000
dram,handoff,cross-numa,4,benchmark.p95_ns,0.0,2000000
dram,handoff,cross-numa,4,benchmark.p99_ns,0.0,2000000
dram,handoff,cross-numa,4,mem_load_l3_hit_retired.xsnp_fwd,1994973.0,2000000
dram,handoff,cross-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,73.0,2000000
dram,fetch-add,same-numa,4,benchmark.average_ns,26.848,2000000
dram,fetch-add,same-numa,4,benchmark.p50_ns,0.0,2000000
dram,fetch-add,same-numa,4,benchmark.p95_ns,0.0,2000000
dram,fetch-add,same-numa,4,benchmark.p99_ns,0.0,2000000
dram,fetch-add,same-numa,4,mem_load_l3_hit_retired.xsnp_fwd,389878.0,2000000
dram,fetch-add,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,25.0,2000000
dram,fetch-add,cross-numa,4,benchmark.average_ns,28.813,2000000
dram,fetch-add,cross-numa,4,benchmark.p50_ns,0.0,2000000
dram,fetch-add,cross-numa,4,benchmark.p95_ns,0.0,2000000
dram,fetch-add,cross-numa,4,benchmark.p99_ns,0.0,2000000
dram,fetch-add,cross-numa,4,mem_load_l3_hit_retired.xsnp_fwd,98311.0,2000000
dram,fetch-add,cross-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,52.0,2000000
dram,cas,same-numa,4,benchmark.average_ns,77.448,2000000
dram,cas,same-numa,4,benchmark.p50_ns,0.0,2000000
dram,cas,same-numa,4,benchmark.p95_ns,0.0,2000000
dram,cas,same-numa,4,benchmark.p99_ns,0.0,2000000
dram,cas,same-numa,4,mem_load_l3_hit_retired.xsnp_fwd,692695.0,2000000
dram,cas,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,49.0,2000000
dram,cas,cross-numa,4,benchmark.average_ns,85.008,2000000
dram,cas,cross-numa,4,benchmark.p50_ns,0.0,2000000
dram,cas,cross-numa,4,benchmark.p95_ns,0.0,2000000
dram,cas,cross-numa,4,benchmark.p99_ns,0.0,2000000
dram,cas,cross-numa,4,mem_load_l3_hit_retired.xsnp_fwd,107868.0,2000000
dram,cas,cross-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,64.0,2000000
cxlmem,warm-load,same-numa,4,benchmark.average_ns,83.908,1000000
cxlmem,warm-load,same-numa,4,benchmark.p50_ns,73.003,1000000
cxlmem,warm-load,same-numa,4,benchmark.p95_ns,264.009,1000000
cxlmem,warm-load,same-numa,4,benchmark.p99_ns,330.012,1000000
cxlmem,warm-load,same-numa,4,mem_load_retired.local_cxl_mem,49507.0,1000000
cxlmem,warm-load,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,93183.0,1000000
cxlmem,cold-load,same-numa,4,benchmark.average_ns,324.646,1000000
cxlmem,cold-load,same-numa,4,benchmark.p50_ns,310.012,1000000
cxlmem,cold-load,same-numa,4,benchmark.p95_ns,437.017,1000000
cxlmem,cold-load,same-numa,4,benchmark.p99_ns,516.02,1000000
cxlmem,cold-load,same-numa,4,mem_load_retired.local_cxl_mem,998373.0,1000000
cxlmem,cold-load,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,1082777.0,1000000
cxlmem,message-passing,same-numa,4,benchmark.average_ns,359.444,1000000
cxlmem,message-passing,same-numa,4,benchmark.p50_ns,0.0,1000000
cxlmem,message-passing,same-numa,4,benchmark.p95_ns,0.0,1000000
cxlmem,message-passing,same-numa,4,benchmark.p99_ns,0.0,1000000
cxlmem,message-passing,same-numa,4,mem_load_l3_hit_retired.xsnp_fwd,3107449.0,1000000
cxlmem,message-passing,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,552.0,1000000
cxlmem,message-passing,cross-numa,4,benchmark.average_ns,422.76,1000000
cxlmem,message-passing,cross-numa,4,benchmark.p50_ns,0.0,1000000
cxlmem,message-passing,cross-numa,4,benchmark.p95_ns,0.0,1000000
cxlmem,message-passing,cross-numa,4,benchmark.p99_ns,0.0,1000000
cxlmem,message-passing,cross-numa,4,mem_load_l3_hit_retired.xsnp_fwd,1003328.0,1000000
cxlmem,message-passing,cross-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,1142.0,1000000
cxlmem,handoff,same-numa,4,benchmark.average_ns,193.661,2000000
cxlmem,handoff,same-numa,4,benchmark.p50_ns,0.0,2000000
cxlmem,handoff,same-numa,4,benchmark.p95_ns,0.0,2000000
cxlmem,handoff,same-numa,4,benchmark.p99_ns,0.0,2000000
cxlmem,handoff,same-numa,4,mem_load_l3_hit_retired.xsnp_fwd,3962965.0,2000000
cxlmem,handoff,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,1248.0,2000000
cxlmem,handoff,cross-numa,4,benchmark.average_ns,250.653,2000000
cxlmem,handoff,cross-numa,4,benchmark.p50_ns,0.0,2000000
cxlmem,handoff,cross-numa,4,benchmark.p95_ns,0.0,2000000
cxlmem,handoff,cross-numa,4,benchmark.p99_ns,0.0,2000000
cxlmem,handoff,cross-numa,4,mem_load_l3_hit_retired.xsnp_fwd,1978415.0,2000000
cxlmem,handoff,cross-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,711.0,2000000
cxlmem,fetch-add,same-numa,4,benchmark.average_ns,28.602,2000000
cxlmem,fetch-add,same-numa,4,benchmark.p50_ns,0.0,2000000
cxlmem,fetch-add,same-numa,4,benchmark.p95_ns,0.0,2000000
cxlmem,fetch-add,same-numa,4,benchmark.p99_ns,0.0,2000000
cxlmem,fetch-add,same-numa,4,mem_load_l3_hit_retired.xsnp_fwd,5078.0,2000000
cxlmem,fetch-add,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,394.0,2000000
cxlmem,fetch-add,cross-numa,4,benchmark.average_ns,30.565,2000000
cxlmem,fetch-add,cross-numa,4,benchmark.p50_ns,0.0,2000000
cxlmem,fetch-add,cross-numa,4,benchmark.p95_ns,0.0,2000000
cxlmem,fetch-add,cross-numa,4,benchmark.p99_ns,0.0,2000000
cxlmem,fetch-add,cross-numa,4,mem_load_l3_hit_retired.xsnp_fwd,198733.0,2000000
cxlmem,fetch-add,cross-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,143.0,2000000
cxlmem,cas,same-numa,4,benchmark.average_ns,92.655,2000000
cxlmem,cas,same-numa,4,benchmark.p50_ns,0.0,2000000
cxlmem,cas,same-numa,4,benchmark.p95_ns,0.0,2000000
cxlmem,cas,same-numa,4,benchmark.p99_ns,0.0,2000000
cxlmem,cas,same-numa,4,mem_load_l3_hit_retired.xsnp_fwd,1215.0,2000000
cxlmem,cas,same-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,450.0,2000000
cxlmem,cas,cross-numa,4,benchmark.average_ns,95.576,2000000
cxlmem,cas,cross-numa,4,benchmark.p50_ns,0.0,2000000
cxlmem,cas,cross-numa,4,benchmark.p95_ns,0.0,2000000
cxlmem,cas,cross-numa,4,benchmark.p99_ns,0.0,2000000
cxlmem,cas,cross-numa,4,mem_load_l3_hit_retired.xsnp_fwd,388673.0,2000000
cxlmem,cas,cross-numa,4,cxl_pmu_mem0.0/m2s_req_memrd/,317.0,2000000
